time,src_ip,dst_ip,protocol,length
2026-01-13 21:48:52.800798,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.800857,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.800938,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.800956,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.800970,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801076,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801320,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801360,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801370,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801385,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801401,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801414,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801441,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801464,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801486,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801512,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801581,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801632,IPv6,IPv6,ARP,42
2026-01-13 21:48:52.801698,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801821,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.801989,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.802177,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.802440,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.802587,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.802803,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.803102,IPv6,IPv6,DNS,108
2026-01-13 21:48:52.803107,IPv6,IPv6,DNS,108
2026-01-13 21:48:52.803259,IPv6,IPv6,DNS,108
2026-01-13 21:48:52.804074,IPv6,IPv6,QUIC,185
2026-01-13 21:48:52.804207,IPv6,IPv6,QUIC,132
2026-01-13 21:48:52.804568,IPv6,IPv6,DNS,110
2026-01-13 21:48:52.804614,IPv6,IPv6,DNS,104
2026-01-13 21:48:52.804637,IPv6,IPv6,DNS,110
2026-01-13 21:48:52.804648,IPv6,IPv6,DNS,110
2026-01-13 21:48:52.804872,IPv6,IPv6,DNS,104
2026-01-13 21:48:52.804924,IPv6,IPv6,DNS,104
2026-01-13 21:48:52.804965,IPv6,IPv6,DNS,112
2026-01-13 21:48:52.805020,IPv6,IPv6,DNS,112
2026-01-13 21:48:52.805081,IPv6,IPv6,DNS,112
2026-01-13 21:48:52.805812,192.168.8.122,108.158.46.39,TLS,78
2026-01-13 21:48:52.805866,192.168.8.122,108.158.46.39,TCP,54
2026-01-13 21:48:52.805878,192.168.8.122,3.220.132.162,TCP,54
2026-01-13 21:48:52.805987,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806040,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806281,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806323,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806433,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806464,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806585,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.806614,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.807048,192.168.8.122,52.168.117.174,TCP,66
2026-01-13 21:48:52.807331,192.168.8.122,204.79.197.203,TCP,66
2026-01-13 21:48:52.844525,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,86
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,86
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856779,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.856930,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.857039,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.857076,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.857255,IPv6,IPv6,TCP,86
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,74
2026-01-13 21:48:52.859707,IPv6,IPv6,TCP,86
2026-01-13 21:48:52.859827,IPv6,IPv6,TCP,74
