time,src_ip,protocol,length
2026-01-15 23:58:13.818152,192.168.1.14,TLS,310
2026-01-15 23:58:13.818199,192.168.1.14,TLS,8048
2026-01-15 23:58:14.003009,IPv6,QUIC,91
2026-01-15 23:58:14.058396,IPv6,QUIC,88
2026-01-15 23:58:14.069990,52.182.143.211,TLS,93
2026-01-15 23:58:14.070391,52.182.143.211,TCP,54
2026-01-15 23:58:14.070432,192.168.1.14,TCP,54
2026-01-15 23:58:14.071162,52.182.143.211,TCP,56
2026-01-15 23:58:14.071351,52.182.143.211,TCP,56
2026-01-15 23:58:14.071682,52.182.143.211,TCP,56
2026-01-15 23:58:14.071682,52.182.143.211,TCP,56
2026-01-15 23:58:14.071682,52.182.143.211,TCP,56
2026-01-15 23:58:14.071682,52.182.143.211,TCP,56
2026-01-15 23:58:14.072001,52.182.143.211,TCP,56
2026-01-15 23:58:14.072001,52.182.143.211,TCP,56
2026-01-15 23:58:14.087156,IPv6,QUIC,91
2026-01-15 23:58:14.145032,IPv6,QUIC,88
2026-01-15 23:58:14.186291,192.168.1.14,TCP,66
2026-01-15 23:58:14.231163,192.168.1.14,TLS,883
2026-01-15 23:58:14.235381,IPv6,DATA,75
2026-01-15 23:58:14.235415,192.168.1.14,TLS,890
2026-01-15 23:58:14.301463,IPv6,TCP,86
2026-01-15 23:58:14.325583,52.182.143.211,TLS,256
2026-01-15 23:58:14.326978,192.168.1.14,TLS,89
2026-01-15 23:58:14.352075,52.178.17.3,TCP,66
2026-01-15 23:58:14.352188,192.168.1.14,TCP,54
2026-01-15 23:58:14.353035,192.168.1.14,TLS,571
2026-01-15 23:58:14.358635,IPv6,QUIC,91
2026-01-15 23:58:14.397130,IPv6,TLS,189
2026-01-15 23:58:14.397210,IPv6,TLS,120
2026-01-15 23:58:14.412540,IPv6,QUIC,88
2026-01-15 23:58:14.444823,IPv6,TCP,74
2026-01-15 23:58:14.445126,IPv6,TLS,120
2026-01-15 23:58:14.445477,IPv6,TCP,74
2026-01-15 23:58:14.445494,IPv6,TCP,74
2026-01-15 23:58:14.464325,34.139.124.58,TLS,89
2026-01-15 23:58:14.466724,192.168.1.14,TCP,55
2026-01-15 23:58:14.472668,34.139.124.58,TLS,89
2026-01-15 23:58:14.472728,192.168.1.14,TCP,54
2026-01-15 23:58:14.473114,34.139.124.58,TLS,487
2026-01-15 23:58:14.473654,34.139.124.58,TLS,85
2026-01-15 23:58:14.473697,192.168.1.14,TCP,54
2026-01-15 23:58:14.481971,34.139.124.58,TLS,488
2026-01-15 23:58:14.481971,34.139.124.58,TLS,85
2026-01-15 23:58:14.525042,52.178.17.3,TLS,153
2026-01-15 23:58:14.526115,192.168.1.14,TLS,491
2026-01-15 23:58:14.528921,192.168.1.14,TCP,54
2026-01-15 23:58:14.544343,IPv6,TLS,242
2026-01-15 23:58:14.544513,IPv6,TLS,112
2026-01-15 23:58:14.544573,IPv6,TCP,74
2026-01-15 23:58:14.545419,IPv6,TLS,116
2026-01-15 23:58:14.593891,IPv6,TCP,74
2026-01-15 23:58:14.620289,IPv6,QUIC,91
2026-01-15 23:58:14.623844,52.182.143.211,TCP,56
2026-01-15 23:58:14.628779,52.212.178.60,TCP,66
2026-01-15 23:58:14.681675,IPv6,QUIC,88
2026-01-15 23:58:14.698868,52.178.17.3,TLS,1466
2026-01-15 23:58:14.699374,52.178.17.3,TCP,1466
2026-01-15 23:58:14.699407,192.168.1.14,TCP,54
2026-01-15 23:58:14.699847,52.178.17.3,TCP,1466
2026-01-15 23:58:14.699847,52.178.17.3,TLS,311
2026-01-15 23:58:14.699878,192.168.1.14,TCP,54
2026-01-15 23:58:14.701447,192.168.1.14,TLS,1946
2026-01-15 23:58:14.866689,52.178.17.3,TCP,56
2026-01-15 23:58:14.875589,52.178.17.3,TLS,157
2026-01-15 23:58:14.885896,52.178.17.3,TLS,518
2026-01-15 23:58:14.885981,192.168.1.14,TCP,54
2026-01-15 23:58:14.886496,192.168.1.14,TLS,78
2026-01-15 23:58:14.886568,192.168.1.14,TCP,54
2026-01-15 23:58:14.889242,192.168.1.14,TCP,66
2026-01-15 23:58:14.889380,192.168.1.14,TCP,66
2026-01-15 23:58:14.889470,192.168.1.14,TCP,66
2026-01-15 23:58:14.889683,192.168.1.14,TLS,139
2026-01-15 23:58:14.889714,192.168.1.14,TLS,1561
2026-01-15 23:58:14.890699,192.168.1.1,TCP,66
2026-01-15 23:58:14.890754,192.168.1.14,TCP,54
2026-01-15 23:58:14.891088,192.168.1.1,TCP,66
2026-01-15 23:58:14.891126,192.168.1.14,TCP,54
2026-01-15 23:58:14.891286,192.168.1.14,DNS,110
2026-01-15 23:58:14.891410,192.168.1.14,DNS,110
2026-01-15 23:58:14.891510,192.168.1.1,TCP,66
2026-01-15 23:58:14.891550,192.168.1.14,TCP,54
2026-01-15 23:58:14.891760,192.168.1.14,TCP,56
2026-01-15 23:58:14.891792,192.168.1.14,DNS,108
2026-01-15 23:58:14.892885,192.168.1.1,TCP,54
2026-01-15 23:58:14.893240,192.168.1.1,TCP,54
2026-01-15 23:58:14.893494,192.168.1.1,TCP,54
2026-01-15 23:58:14.893700,192.168.1.1,TCP,54
2026-01-15 23:58:14.909559,192.168.1.1,DNS,304
2026-01-15 23:58:14.909945,192.168.1.14,TCP,54
2026-01-15 23:58:14.911360,192.168.1.1,TCP,54
2026-01-15 23:58:14.911404,192.168.1.14,TCP,54
2026-01-15 23:58:14.913384,192.168.1.1,DNS,301
2026-01-15 23:58:14.913658,192.168.1.14,TCP,54
2026-01-15 23:58:14.916983,192.168.1.1,DNS,544
2026-01-15 23:58:14.917375,192.168.1.14,TCP,54
2026-01-15 23:58:14.918708,192.168.1.1,TCP,54
2026-01-15 23:58:14.918740,192.168.1.14,TCP,54
2026-01-15 23:58:14.922319,192.168.1.1,TCP,54
2026-01-15 23:58:14.922372,192.168.1.14,TCP,54
2026-01-15 23:58:15.022925,40.79.173.40,TCP,56
2026-01-15 23:58:15.052675,52.178.17.3,TCP,56
2026-01-15 23:58:15.067141,192.168.1.48,DATA,77
2026-01-15 23:58:15.094093,IPv6,QUIC,91
2026-01-15 23:58:15.147743,IPv6,QUIC,88
2026-01-15 23:58:15.315282,IPv6,DATA,75
2026-01-15 23:58:15.341718,40.79.173.40,TLS,153
2026-01-15 23:58:15.342586,192.168.1.14,TLS,89
2026-01-15 23:58:15.374778,IPv6,TCP,86
2026-01-15 23:58:15.631934,192.168.1.14,TCP,55
2026-01-15 23:58:15.637432,40.79.173.40,TCP,56
2026-01-15 23:58:15.794720,52.212.178.60,TCP,66
2026-01-15 23:58:15.963147,IPv6,QUIC,91
2026-01-15 23:58:16.017387,IPv6,QUIC,88
2026-01-15 23:58:16.389282,IPv6,DATA,75
2026-01-15 23:58:16.449168,IPv6,TCP,86
2026-01-15 23:58:16.798476,192.168.1.14,TCP,55
2026-01-15 23:58:16.967387,52.212.178.60,TCP,66
2026-01-15 23:58:17.459662,IPv6,DATA,75
2026-01-15 23:58:17.499287,IPv6,TCP,86
2026-01-15 23:58:17.541463,IPv6,DNS,118
2026-01-15 23:58:17.542787,IPv6,DNS,222
2026-01-15 23:58:17.543597,192.168.1.14,TCP,66
2026-01-15 23:58:17.618106,IPv6,QUIC,91
2026-01-15 23:58:17.673593,IPv6,QUIC,88
2026-01-15 23:58:17.759415,140.82.113.22,TCP,66
2026-01-15 23:58:17.759538,192.168.1.14,TCP,54
2026-01-15 23:58:17.760634,192.168.1.14,TLS,571
2026-01-15 23:58:17.982014,192.168.1.14,TCP,55
2026-01-15 23:58:17.989549,140.82.113.22,TLS,1466
2026-01-15 23:58:17.989804,140.82.113.22,TCP,1466
2026-01-15 23:58:17.989864,192.168.1.14,TCP,54
2026-01-15 23:58:17.990372,140.82.113.22,TCP,1326
2026-01-15 23:58:17.993106,140.82.113.22,TLS,224
2026-01-15 23:58:17.993147,192.168.1.14,TCP,66
2026-01-15 23:58:17.993602,140.82.113.22,DATA,1466
2026-01-15 23:58:17.993639,192.168.1.14,TCP,54
2026-01-15 23:58:17.994612,192.168.1.14,TLS,9685
2026-01-15 23:58:18.030459,192.168.1.48,DATA,77
2026-01-15 23:58:18.144388,52.212.178.60,TCP,66
2026-01-15 23:58:18.210274,140.82.113.22,TCP,56
2026-01-15 23:58:18.210522,140.82.113.22,TLS,133
2026-01-15 23:58:18.210897,140.82.113.22,TLS,133
2026-01-15 23:58:18.211079,192.168.1.14,TCP,54
2026-01-15 23:58:18.211314,140.82.113.22,TCP,56
2026-01-15 23:58:18.211421,140.82.113.22,TCP,56
2026-01-15 23:58:18.236104,IPv6,TCP,74
2026-01-15 23:58:18.276471,IPv6,TCP,74
2026-01-15 23:58:18.276524,IPv6,TCP,74
2026-01-15 23:58:18.535171,140.82.113.22,TLS,641
2026-01-15 23:58:18.535575,192.168.1.14,TLS,78
2026-01-15 23:58:18.535690,192.168.1.14,TCP,54
2026-01-15 23:58:18.538144,140.82.113.22,TLS,78
2026-01-15 23:58:18.538228,192.168.1.14,TCP,54
2026-01-15 23:58:18.538448,140.82.113.22,TCP,54
2026-01-15 23:58:18.538477,192.168.1.14,TCP,54
2026-01-15 23:58:18.753267,140.82.113.22,TCP,54
2026-01-15 23:58:19.154586,192.168.1.14,TCP,55
2026-01-15 23:58:19.317498,52.212.178.60,TCP,66
2026-01-15 23:58:20.326022,192.168.1.14,TCP,55
2026-01-15 23:58:20.422907,192.168.1.14,TLS,114
2026-01-15 23:58:20.488193,52.212.178.60,TCP,66
2026-01-15 23:58:20.547985,IPv6,TLS,190
2026-01-15 23:58:20.594289,IPv6,TCP,74
2026-01-15 23:58:20.658387,34.139.124.58,TLS,424
2026-01-15 23:58:20.660567,192.168.1.14,TLS,885
2026-01-15 23:58:20.693853,IPv6,TLS,243
2026-01-15 23:58:20.693853,IPv6,TLS,112
2026-01-15 23:58:20.693918,IPv6,TCP,74
2026-01-15 23:58:20.694535,IPv6,TLS,116
2026-01-15 23:58:20.740993,IPv6,TCP,74
2026-01-15 23:58:20.880631,IPv6,QUIC,91
2026-01-15 23:58:20.899082,34.139.124.58,TLS,89
2026-01-15 23:58:20.906401,34.139.124.58,TLS,488
2026-01-15 23:58:20.906486,192.168.1.14,TCP,54
2026-01-15 23:58:20.906584,34.139.124.58,TLS,85
2026-01-15 23:58:20.948721,IPv6,QUIC,88
2026-01-15 23:58:20.959411,192.168.1.14,TCP,54
2026-01-15 23:58:21.108798,192.168.1.48,DATA,77
2026-01-15 23:58:21.169384,IPv6,QUIC,1292
2026-01-15 23:58:21.169458,IPv6,QUIC,1292
2026-01-15 23:58:21.169479,IPv6,QUIC,1292
2026-01-15 23:58:21.169494,IPv6,QUIC,1292
2026-01-15 23:58:21.169511,IPv6,QUIC,1292
2026-01-15 23:58:21.169526,IPv6,QUIC,148
2026-01-15 23:58:21.169595,IPv6,QUIC,1286
2026-01-15 23:58:21.169619,IPv6,QUIC,1292
2026-01-15 23:58:21.169634,IPv6,QUIC,1292
2026-01-15 23:58:21.169652,IPv6,QUIC,567
2026-01-15 23:58:21.175834,IPv6,QUIC,86
2026-01-15 23:58:21.176143,IPv6,QUIC,86
2026-01-15 23:58:21.176169,IPv6,QUIC,86
2026-01-15 23:58:21.177095,IPv6,QUIC,86
2026-01-15 23:58:21.315932,IPv6,QUIC,857
2026-01-15 23:58:21.316281,IPv6,QUIC,108
2026-01-15 23:58:21.500066,192.168.1.14,TCP,55
2026-01-15 23:58:21.563960,192.168.1.14,TCP,55
2026-01-15 23:58:21.627093,148.113.9.162,TCP,66
2026-01-15 23:58:21.662582,52.212.178.60,TCP,66
2026-01-15 23:58:21.717774,34.225.165.190,TCP,54
2026-01-15 23:58:21.717804,192.168.1.14,TCP,54
2026-01-15 23:58:22.669806,192.168.1.14,TCP,55
2026-01-15 23:58:22.832497,52.212.178.60,TCP,66
2026-01-15 23:58:23.018752,IPv6,DNS,96
2026-01-15 23:58:23.018882,IPv6,DNS,96
2026-01-15 23:58:23.038751,IPv6,DNS,332
2026-01-15 23:58:23.039507,IPv6,DNS,344
2026-01-15 23:58:23.040299,IPv6,TCP,86
2026-01-15 23:58:23.087361,IPv6,TCP,86
2026-01-15 23:58:23.087480,IPv6,TCP,74
2026-01-15 23:58:23.091023,IPv6,TLS,522
2026-01-15 23:58:23.132028,IPv6,TCP,74
2026-01-15 23:58:23.140546,IPv6,TLS,1486
2026-01-15 23:58:23.140915,IPv6,TCP,1486
2026-01-15 23:58:23.140948,IPv6,TCP,74
2026-01-15 23:58:23.141804,IPv6,TCP,1486
2026-01-15 23:58:23.141804,IPv6,TCP,1486
2026-01-15 23:58:23.141804,IPv6,TCP,1486
2026-01-15 23:58:23.141804,IPv6,TCP,1486
2026-01-15 23:58:23.141888,IPv6,TCP,74
2026-01-15 23:58:23.142261,IPv6,TLS,742
2026-01-15 23:58:23.155739,IPv6,TLS,154
2026-01-15 23:58:23.155882,IPv6,TLS,2603
2026-01-15 23:58:23.195641,IPv6,TCP,74
2026-01-15 23:58:23.195974,IPv6,TLS,533
2026-01-15 23:58:23.196237,IPv6,TCP,74
2026-01-15 23:58:23.237745,IPv6,TCP,74
2026-01-15 23:58:23.837917,192.168.1.14,TCP,55
2026-01-15 23:58:23.842726,IPv6,TLS,1486
2026-01-15 23:58:23.842935,IPv6,TCP,1486
2026-01-15 23:58:23.842974,IPv6,TCP,74
2026-01-15 23:58:23.843262,IPv6,TLS,192
2026-01-15 23:58:23.886022,IPv6,TCP,74
2026-01-15 23:58:24.000225,52.212.178.60,TCP,66
2026-01-15 23:58:24.031702,192.168.1.48,DATA,77
2026-01-15 23:58:24.605216,IPv6,DNS,118
2026-01-15 23:58:24.605319,IPv6,DNS,118
2026-01-15 23:58:24.632081,IPv6,DNS,238
2026-01-15 23:58:24.632219,IPv6,DNS,309
2026-01-15 23:58:24.632932,192.168.1.14,TCP,66
2026-01-15 23:58:24.842923,140.82.113.21,TCP,66
2026-01-15 23:58:24.843028,192.168.1.14,TCP,54
2026-01-15 23:58:24.843963,192.168.1.14,TLS,571
2026-01-15 23:58:24.925734,192.168.1.14,TLS,885
2026-01-15 23:58:24.999609,192.168.1.14,DATA,55
2026-01-15 23:58:25.014305,192.168.1.14,TCP,55
2026-01-15 23:58:25.039635,13.35.238.34,TCP,66
2026-01-15 23:58:25.059015,140.82.113.21,TLS,1466
2026-01-15 23:58:25.059073,192.168.1.14,TCP,66
2026-01-15 23:58:25.059896,140.82.113.21,TCP,1466
2026-01-15 23:58:25.061857,140.82.113.21,TLS,1326
2026-01-15 23:58:25.061933,192.168.1.14,TCP,54
2026-01-15 23:58:25.062133,140.82.113.21,TLS,224
2026-01-15 23:58:25.062170,192.168.1.14,TCP,66
2026-01-15 23:58:25.063793,140.82.113.21,TCP,1466
2026-01-15 23:58:25.063847,192.168.1.14,TCP,54
2026-01-15 23:58:25.065517,192.168.1.14,TLS,6003
2026-01-15 23:58:25.076114,192.168.1.26,MDNS,103
2026-01-15 23:58:25.077106,IPv6,MDNS,123
2026-01-15 23:58:25.097097,IPv6,TLS,190
2026-01-15 23:58:25.144634,IPv6,TCP,74
2026-01-15 23:58:25.162878,34.139.124.58,TLS,89
2026-01-15 23:58:25.168081,34.139.124.58,TLS,488
2026-01-15 23:58:25.168161,192.168.1.14,TCP,54
2026-01-15 23:58:25.168244,34.139.124.58,TLS,85
2026-01-15 23:58:25.176271,52.212.178.60,TCP,66
2026-01-15 23:58:25.215048,192.168.1.14,TCP,54
2026-01-15 23:58:25.243109,IPv6,TLS,242
2026-01-15 23:58:25.243109,IPv6,TLS,112
2026-01-15 23:58:25.243204,IPv6,TCP,74
2026-01-15 23:58:25.273674,140.82.113.21,TCP,56
2026-01-15 23:58:25.273923,140.82.113.21,TCP,56
2026-01-15 23:58:25.276086,140.82.113.21,TLS,133
2026-01-15 23:58:25.276724,140.82.113.21,TLS,133
2026-01-15 23:58:25.276785,192.168.1.14,TCP,54
2026-01-15 23:58:25.609170,140.82.113.21,TLS,641
2026-01-15 23:58:25.609466,140.82.113.21,TLS,78
2026-01-15 23:58:25.609498,192.168.1.14,TCP,54
2026-01-15 23:58:25.609676,192.168.1.14,TLS,78
2026-01-15 23:58:25.609803,192.168.1.14,TCP,54
2026-01-15 23:58:25.609823,140.82.113.21,TCP,54
2026-01-15 23:58:25.609854,192.168.1.14,TCP,54
2026-01-15 23:58:25.609867,192.168.1.14,TCP,54
2026-01-15 23:58:25.819031,140.82.113.21,TCP,54
2026-01-15 23:58:25.819160,140.82.113.21,TCP,54
2026-01-15 23:58:25.867356,140.82.113.21,TCP,54
2026-01-15 23:58:25.978364,IPv6,TLS,98
2026-01-15 23:58:25.979384,IPv6,TLS,102
2026-01-15 23:58:25.985171,IPv6,TCP,74
2026-01-15 23:58:26.179153,192.168.1.14,TCP,55
2026-01-15 23:58:26.273146,192.168.1.14,TLS,78
2026-01-15 23:58:26.342032,52.212.178.60,TCP,66
2026-01-15 23:58:26.422863,91.228.165.146,TLS,78
2026-01-15 23:58:26.463706,192.168.1.14,TCP,54
2026-01-15 23:58:27.048103,192.168.1.48,DATA,77
2026-01-15 23:58:27.351857,192.168.1.14,TCP,55
2026-01-15 23:58:27.352071,IPv6,QUIC,91
2026-01-15 23:58:27.408896,IPv6,QUIC,88
2026-01-15 23:58:27.514259,52.212.178.60,TCP,66
2026-01-15 23:58:28.161259,IPv6,TLS,143
2026-01-15 23:58:28.202451,IPv6,TCP,74
2026-01-15 23:58:28.417832,IPv6,TLS,145
2026-01-15 23:58:28.460174,IPv6,TCP,74
2026-01-15 23:58:28.523869,192.168.1.14,TCP,55
2026-01-15 23:58:28.685975,52.212.178.60,TCP,66
2026-01-15 23:58:29.689842,192.168.1.14,TCP,55
2026-01-15 23:58:29.852204,52.212.178.60,TCP,66
2026-01-15 23:58:30.032024,192.168.1.48,DATA,77
2026-01-15 23:58:30.363155,192.168.1.14,TLS,114
2026-01-15 23:58:30.515444,IPv6,TLS,190
2026-01-15 23:58:30.572911,IPv6,TCP,74
2026-01-15 23:58:30.603066,34.139.124.58,TLS,425
2026-01-15 23:58:30.605526,192.168.1.14,TLS,885
2026-01-15 23:58:30.668960,IPv6,TLS,242
2026-01-15 23:58:30.668960,IPv6,TLS,112
2026-01-15 23:58:30.669040,IPv6,TCP,74
2026-01-15 23:58:30.669895,IPv6,TLS,116
2026-01-15 23:58:30.720129,IPv6,TCP,74
2026-01-15 23:58:30.838193,34.139.124.58,TLS,89
2026-01-15 23:58:30.847166,34.139.124.58,TLS,488
2026-01-15 23:58:30.847241,192.168.1.14,TCP,54
2026-01-15 23:58:30.847336,34.139.124.58,TLS,85
2026-01-15 23:58:30.859473,192.168.1.14,TCP,55
2026-01-15 23:58:30.890413,192.168.1.14,TCP,54
2026-01-15 23:58:31.021742,52.212.178.60,TCP,66
2026-01-15 23:58:31.628747,192.168.1.14,TCP,55
2026-01-15 23:58:31.691888,148.113.9.162,TCP,66
2026-01-15 23:58:32.022499,192.168.1.14,TCP,55
2026-01-15 23:58:32.185784,52.212.178.60,TCP,66
2026-01-15 23:58:32.999192,IPv6,QUIC,93
2026-01-15 23:58:33.035603,IPv6,QUIC,96
2026-01-15 23:58:33.080734,192.168.1.48,DATA,77
2026-01-15 23:58:33.193900,192.168.1.14,TCP,55
2026-01-15 23:58:33.210165,IPv6,QUIC,91
2026-01-15 23:58:33.276209,IPv6,QUIC,86
2026-01-15 23:58:33.360714,52.212.178.60,TCP,66
2026-01-15 23:58:33.481943,IPv6,QUIC,91
2026-01-15 23:58:33.501727,IPv6,QUIC,86
2026-01-15 23:58:33.529996,IPv6,QUIC,94
2026-01-15 23:58:33.539415,IPv6,QUIC,86
2026-01-15 23:58:33.752360,IPv6,QUIC,91
2026-01-15 23:58:33.815100,IPv6,QUIC,86
2026-01-15 23:58:34.021801,IPv6,QUIC,91
2026-01-15 23:58:34.077671,IPv6,QUIC,86
2026-01-15 23:58:34.292138,IPv6,QUIC,91
2026-01-15 23:58:34.345830,IPv6,QUIC,86
2026-01-15 23:58:34.370984,192.168.1.14,TCP,55
2026-01-15 23:58:34.535649,52.212.178.60,TCP,66
2026-01-15 23:58:34.560117,IPv6,QUIC,91
2026-01-15 23:58:34.614816,IPv6,QUIC,86
2026-01-15 23:58:34.624208,192.168.1.14,TLS,155
2026-01-15 23:58:34.669112,4.145.79.82,TLS,225
2026-01-15 23:58:34.715798,192.168.1.14,TCP,54
2026-01-15 23:58:34.824632,IPv6,QUIC,91
2026-01-15 23:58:34.878727,IPv6,QUIC,86
2026-01-15 23:58:35.090114,IPv6,QUIC,91
2026-01-15 23:58:35.144558,IPv6,QUIC,86
2026-01-15 23:58:35.550529,192.168.1.14,TCP,55
2026-01-15 23:58:35.550634,IPv6,QUIC,91
2026-01-15 23:58:35.605177,IPv6,QUIC,86
2026-01-15 23:58:35.713020,52.212.178.60,TCP,66
2026-01-15 23:58:35.806946,192.168.1.14,TLS,114
2026-01-15 23:58:35.938539,IPv6,TLS,191
2026-01-15 23:58:35.985264,IPv6,TCP,74
2026-01-15 23:58:36.032449,192.168.1.48,DATA,77
2026-01-15 23:58:36.041547,34.139.124.58,TLS,424
2026-01-15 23:58:36.045049,192.168.1.14,TLS,885
2026-01-15 23:58:36.084004,IPv6,TLS,243
2026-01-15 23:58:36.084236,IPv6,TLS,112
2026-01-15 23:58:36.084291,IPv6,TCP,74
2026-01-15 23:58:36.085457,IPv6,TLS,116
2026-01-15 23:58:36.132079,IPv6,TCP,74
2026-01-15 23:58:36.279158,34.139.124.58,TLS,89
2026-01-15 23:58:36.285287,34.139.124.58,TLS,487
2026-01-15 23:58:36.285353,192.168.1.14,TCP,54
2026-01-15 23:58:36.285766,34.139.124.58,TLS,85
2026-01-15 23:58:36.338328,192.168.1.14,TCP,54
2026-01-15 23:58:36.415661,IPv6,QUIC,91
2026-01-15 23:58:36.473132,IPv6,QUIC,86
2026-01-15 23:58:36.714460,192.168.1.14,TCP,55
2026-01-15 23:58:36.876827,52.212.178.60,TCP,66
2026-01-15 23:58:36.941778,34.225.165.190,TCP,54
2026-01-15 23:58:36.941855,192.168.1.14,TCP,54
2026-01-15 23:58:36.949140,IPv6,SSDP,188
2026-01-15 23:58:37.218780,IPv6,SSDP,188
2026-01-15 23:58:37.489012,IPv6,SSDP,188
2026-01-15 23:58:37.758737,IPv6,SSDP,188
2026-01-15 23:58:37.890901,192.168.1.14,TCP,55
2026-01-15 23:58:38.029506,192.168.1.1,SSDP,174
2026-01-15 23:58:38.053691,52.212.178.60,TCP,66
2026-01-15 23:58:38.078332,IPv6,QUIC,91
2026-01-15 23:58:38.133509,IPv6,QUIC,86
2026-01-15 23:58:38.304005,192.168.1.1,SSDP,174
2026-01-15 23:58:38.568948,IPv6,SSDP,189
2026-01-15 23:58:38.838957,IPv6,SSDP,189
2026-01-15 23:58:39.061687,192.168.1.14,TCP,55
2026-01-15 23:58:39.108845,IPv6,SSDP,189
2026-01-15 23:58:39.109795,IPv6,TLS,98
2026-01-15 23:58:39.109855,IPv6,TCP,86
2026-01-15 23:58:39.110028,IPv6,TCP,113
2026-01-15 23:58:39.110028,IPv6,TCP,74
2026-01-15 23:58:39.110071,IPv6,TCP,74
2026-01-15 23:58:39.110106,IPv6,TCP,74
2026-01-15 23:58:39.110302,IPv6,TCP,74
2026-01-15 23:58:39.131574,192.168.1.48,DATA,77
2026-01-15 23:58:39.137858,IPv6,TCP,74
2026-01-15 23:58:39.226052,52.212.178.60,TCP,66
2026-01-15 23:58:39.378864,IPv6,SSDP,189
2026-01-15 23:58:39.649240,192.168.1.1,SSDP,175
2026-01-15 23:58:39.921912,192.168.1.1,SSDP,175
2026-01-15 23:58:40.241161,192.168.1.14,TCP,55
2026-01-15 23:58:40.415203,52.212.178.60,TCP,66
2026-01-15 23:58:41.148343,192.168.1.14,TLS,114
2026-01-15 23:58:41.306991,IPv6,TLS,190
2026-01-15 23:58:41.335027,IPv6,QUIC,91
2026-01-15 23:58:41.353815,IPv6,TCP,74
2026-01-15 23:58:41.385876,34.139.124.58,TLS,424
2026-01-15 23:58:41.388340,192.168.1.14,TLS,885
2026-01-15 23:58:41.389906,IPv6,QUIC,86
2026-01-15 23:58:41.427239,192.168.1.14,TCP,55
2026-01-15 23:58:41.451101,IPv6,TLS,242
2026-01-15 23:58:41.451198,IPv6,TLS,112
2026-01-15 23:58:41.451226,IPv6,TCP,74
2026-01-15 23:58:41.452079,IPv6,TLS,116
2026-01-15 23:58:41.498142,IPv6,TCP,74
2026-01-15 23:58:41.589663,52.212.178.60,TCP,66
2026-01-15 23:58:41.621001,34.139.124.58,TLS,89
2026-01-15 23:58:41.629873,34.139.124.58,TLS,488
2026-01-15 23:58:41.629934,192.168.1.14,TCP,54
2026-01-15 23:58:41.630738,34.139.124.58,TLS,85
2026-01-15 23:58:41.676744,192.168.1.14,TCP,54
2026-01-15 23:58:41.706755,192.168.1.14,TCP,55
2026-01-15 23:58:41.709321,148.113.9.162,TCP,54
2026-01-15 23:58:41.709353,192.168.1.14,TCP,54
2026-01-15 23:58:41.769865,148.113.9.162,TCP,66
2026-01-15 23:58:42.033680,192.168.1.48,DATA,77
2026-01-15 23:58:42.602485,192.168.1.14,TCP,55
2026-01-15 23:58:42.765358,52.212.178.60,TCP,66
2026-01-15 23:58:42.998895,IPv6,QUIC,128
2026-01-15 23:58:43.766800,192.168.1.14,TCP,55
2026-01-15 23:58:43.929361,52.212.178.60,TCP,66
2026-01-15 23:58:44.935846,192.168.1.14,TCP,55
2026-01-15 23:58:45.065409,192.168.1.48,DATA,77
2026-01-15 23:58:45.065409,192.168.1.26,MDNS,103
2026-01-15 23:58:45.065409,IPv6,MDNS,123
2026-01-15 23:58:45.099361,52.212.178.60,TCP,66
2026-01-15 23:58:45.984571,IPv6,TLS,98
2026-01-15 23:58:45.985395,IPv6,TLS,102
2026-01-15 23:58:45.991267,IPv6,TCP,74
2026-01-15 23:58:46.099503,192.168.1.14,TCP,55
2026-01-15 23:58:46.262016,52.212.178.60,TCP,66
2026-01-15 23:58:46.473806,192.168.1.14,TLS,114
2026-01-15 23:58:46.629827,192.168.1.14,TCP,66
2026-01-15 23:58:46.630111,192.168.1.14,TCP,66
2026-01-15 23:58:46.630231,192.168.1.14,TCP,66
2026-01-15 23:58:46.630532,IPv6,TLS,191
2026-01-15 23:58:46.642223,192.168.1.1,TCP,66
2026-01-15 23:58:46.642323,192.168.1.14,TCP,54
2026-01-15 23:58:46.642504,192.168.1.1,TCP,66
2026-01-15 23:58:46.642612,192.168.1.14,TCP,54
2026-01-15 23:58:46.642650,192.168.1.14,DNS,92
2026-01-15 23:58:46.642816,192.168.1.14,TCP,56
2026-01-15 23:58:46.642860,192.168.1.14,DNS,90
2026-01-15 23:58:46.642998,192.168.1.1,TCP,66
2026-01-15 23:58:46.643079,192.168.1.14,TCP,54
2026-01-15 23:58:46.643312,192.168.1.14,DNS,92
2026-01-15 23:58:46.644636,192.168.1.1,TCP,54
2026-01-15 23:58:46.644867,192.168.1.1,TCP,54
2026-01-15 23:58:46.645048,192.168.1.1,TCP,54
2026-01-15 23:58:46.645273,192.168.1.1,TCP,54
2026-01-15 23:58:46.664486,192.168.1.1,DNS,216
2026-01-15 23:58:46.664944,192.168.1.14,TCP,54
2026-01-15 23:58:46.668567,192.168.1.1,DNS,192
2026-01-15 23:58:46.668995,192.168.1.14,TCP,54
2026-01-15 23:58:46.670804,192.168.1.1,DNS,220
2026-01-15 23:58:46.671008,192.168.1.1,TCP,54
2026-01-15 23:58:46.671038,192.168.1.14,TCP,54
2026-01-15 23:58:46.671073,192.168.1.14,TCP,54
2026-01-15 23:58:46.672841,192.168.1.1,TCP,54
2026-01-15 23:58:46.672862,192.168.1.14,TCP,54
